VIN_110,COUNTY,CITY,STATE,POSTAL_CODE,MODEL_YEAR,MAKE,MODEL,ELECTRIC_VEHICLE_TYPE,CLEAN_ALTERNATIVE_FUEL_VEHICLE_CAFV_ELIGIBILITY,ELECTRIC_RANGE,BASE_MSRP,LEGISLATIVE_DISTRICT,DOL_VEHICLE_ID,VEHICLE_LOCATION,ELECTRIC_UTILITY,2020_CENSUS_TRACT,Longitude,Latitude
5YJ3E1EB6K,KING,SEATTLE,WA,98178.0,2019,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,220,0,37,101250425,POINT (-122.23825 47.49461),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902.0,-122.23825,47.49461
5YJYGAEE5M,YAKIMA,SELAH,WA,98942.0,2021,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,15,224162858,POINT (-120.53145 46.65405),PACIFICORP,53077003100.0,-120.53145,46.65405
5YJSA1E65N,YAKIMA,GRANGER,WA,98932.0,2022,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,15,187279214,POINT (-120.1871 46.33949),PACIFICORP,53077002104.0,-120.1871,46.33949
5YJ3E1EBXN,KING,BELLEVUE,WA,98004.0,2022,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,41,219428079,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902.0,-122.1872,47.61001
JM3KKEHA8S,THURSTON,YELM,WA,98597.0,2025,MAZDA,CX-90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,26,0,2,277791643,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412.0,-122.60735,46.94239
5YJSA1E45H,THURSTON,OLYMPIA,WA,98512.0,2017,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,210,0,35,152371775,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011821.0,-122.9131,47.01359
5YJ3E1EB6J,KING,BURIEN,WA,98166.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,34,278247826,POINT (-122.34134 47.46593),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027500.0,-122.34134,47.46593
1N4BZ1CP3K,SNOHOMISH,SNOHOMISH,WA,98290.0,2019,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,150,0,39,113148129,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052203.0,-122.09305,47.91265
KM8K23AGXL,KING,SEATTLE,WA,98125.0,2020,HYUNDAI,KONA,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,258,0,46,145686754,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000101.0,-122.30253,47.72656
1N4AZ0CP2F,KING,BELLEVUE,WA,98006.0,2015,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,84,0,41,268997830,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800.0,-122.12096,47.55584
1N4AZ0CP6F,KING,KIRKLAND,WA,98033.0,2015,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,84,0,48,128319159,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0,-122.2066,47.67887
5YJYGDEE2M,KING,BOTHELL,WA,98011.0,2021,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,1,144130570,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804.0,-122.20563,47.76144
7JRBR0FL8K,KING,SEATTLE,WA,98125.0,2019,VOLVO,S60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,22,0,46,208712598,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001202.0,-122.30253,47.72656
1G1RD6E45E,YAKIMA,YAKIMA,WA,98908.0,2014,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,38,0,14,142474272,POINT (-120.60199 46.59817),PACIFICORP,53077000903.0,-120.60199,46.59817
JTDKAMFP1M,KITSAP,BREMERTON,WA,98337.0,2021,TOYOTA,PRIUS PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,25,0,26,156465963,POINT (-122.62749 47.565),PUGET SOUND ENERGY INC,53035080600.0,-122.62749,47.565
7SAYGDEE7N,YAKIMA,YAKIMA,WA,98908.0,2022,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,14,216648813,POINT (-120.60199 46.59817),PACIFICORP,53077002801.0,-120.60199,46.59817
1N4AZ1CP7K,KING,RENTON,WA,98055.0,2019,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,150,0,11,226088971,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805.0,-122.197,47.43876
7SAXCBE61P,KITSAP,SILVERDALE,WA,98383.0,2023,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,23,262321321,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091205.0,-122.69275,47.65171
5YJ3E1EB7J,KING,KENT,WA,98030.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,47,207456623,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029505.0,-122.19975,47.37483
1N4AZ0CP3D,KING,REDMOND,WA,98052.0,2013,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,75,0,45,176767076,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0,-122.13158,47.67858
JTJHKCFZ8P,KING,REDMOND,WA,98052.0,2023,LEXUS,NX,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,37,0,45,236403296,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0,-122.13158,47.67858
1FT6W5L73R,KITSAP,POULSBO,WA,98370.0,2024,FORD,F-150,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,23,271508961,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100.0,-122.64681,47.73689
5YJ3E1EB6L,SNOHOMISH,LYNNWOOD,WA,98087.0,2020,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,322,0,21,3354571,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041812.0,-122.27981,47.85727
5YJ3E1EA3K,THURSTON,OLYMPIA,WA,98512.0,2019,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,220,0,35,476802679,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011810.0,-122.9131,47.01359
5YJ3E1EA1K,KING,KIRKLAND,WA,98034.0,2019,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,220,0,1,100899858,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.0,-122.22901,47.72201
5YJ3E1EB5K,KITSAP,POULSBO,WA,98370.0,2019,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,220,0,23,144826083,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100.0,-122.64681,47.73689
YV4ED3GB2N,THURSTON,OLYMPIA,WA,98512.0,2022,VOLVO,C40,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,22,196428809,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011000.0,-122.9131,47.01359
JN1BF0BA7P,THURSTON,OLYMPIA,WA,98501.0,2023,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,22,238436845,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700.0,-122.89165,47.03954
YV4BR0CK4M,KING,SEATTLE,WA,98101.0,2021,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,18,0,36,170316877,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007202.0,-122.34223,47.61085
5UXTA6C07M,SNOHOMISH,MILL CREEK,WA,98012.0,2021,BMW,X5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,30,0,44,151016288,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052008.0,-122.21061,47.83448
JN1AZ0CP0B,KITSAP,BAINBRIDGE ISLAND,WA,98110.0,2011,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,73,0,23,126817778,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700.0,-122.521,47.62728
5YJ3E1EA7M,THURSTON,YELM,WA,98597.0,2021,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,2,271060730,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412.0,-122.60735,46.94239
1N4AZ1CP5J,KING,KIRKLAND,WA,98033.0,2018,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,151,0,48,248988274,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0,-122.2066,47.67887
1G1RB6S57H,KING,BURIEN,WA,98146.0,2017,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,53,0,34,103340226,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700.0,-122.36178,47.49408
5YJSA1E2XH,KING,SEATTLE,WA,98107.0,2017,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,210,0,43,329236610,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800.0,-122.38591,47.67597
5YJ3E1EA3J,KITSAP,BAINBRIDGE ISLAND,WA,98110.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,23,295732972,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090800.0,-122.521,47.62728
5YJXCAE29L,KITSAP,SILVERDALE,WA,98383.0,2020,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,293,0,23,1843054,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091206.0,-122.69275,47.65171
5YJSA1CN2C,THURSTON,YELM,WA,98597.0,2012,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,265,59900,2,183278280,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412.0,-122.60735,46.94239
5YJ3E1EB3L,KING,SAMMAMISH,WA,98075.0,2020,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,322,0,41,8152749,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224.0,-122.03539,47.61344
5YJ3E1EB7K,YAKIMA,SELAH,WA,98942.0,2019,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,220,0,15,215009826,POINT (-120.53145 46.65405),PACIFICORP,53077003200.0,-120.53145,46.65405
WBY1Z4C55E,THURSTON,YELM,WA,98597.0,2014,BMW,I3,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,72,0,2,312944376,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012421.0,-122.60735,46.94239
5YJ3E1EB3J,KING,AUBURN,WA,98002.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,31,232662251,POINT (-122.2217 47.30661),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030600.0,-122.2217,47.30661
1N4AZ0CP4D,KITSAP,KINGSTON,WA,98346.0,2013,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,75,0,23,176159819,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102.0,-122.4977,47.79802
5LMYJ8XY9M,THURSTON,YELM,WA,98597.0,2021,LINCOLN,AVIATOR,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,21,0,2,161233173,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012532.0,-122.60735,46.94239
5YJYGDEE3L,KING,SEATTLE,WA,98109.0,2020,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,291,0,36,107503133,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002.0,-122.35022,47.63824
JTMFB3FV4P,KING,SEATTLE,WA,98199.0,2023,TOYOTA,RAV4 PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,42,0,36,235081794,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700.0,-122.40092,47.65908
5YJ3E1EA5S,KING,SAMMAMISH,WA,98029.0,2025,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,5,277000965,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032223.0,-122.00292,47.54748
KNDPYDDH2R,KITSAP,POULSBO,WA,98370.0,2024,KIA,SPORTAGE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,34,0,23,264705717,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202.0,-122.64681,47.73689
1G1FX6S00H,KING,SEATTLE,WA,98109.0,2017,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,238,0,36,293742053,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000.0,-122.35022,47.63824
5UXTA6C06N,KING,SAMMAMISH,WA,98074.0,2022,BMW,X5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,30,0,45,193646771,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225.0,-122.02054,47.60326
WA1E2AFY0R,KITSAP,BAINBRIDGE ISLAND,WA,98110.0,2024,AUDI,Q5 E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,23,0,23,273916926,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035091001.0,-122.521,47.62728
1N4AZ0CP7F,THURSTON,TENINO,WA,98589.0,2015,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,84,0,20,171077357,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012620.0,-122.85135,46.85752
1N4AZ0CP4D,KING,SEATTLE,WA,98116.0,2013,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,75,0,34,303944882,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702.0,-122.41067,47.57894
3C3CFFGE4G,KING,SEATTLE,WA,98177.0,2016,FIAT,500,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,84,0,32,477093326,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402.0,-122.36498,47.72238
5YJ3E1EB6K,KING,SHORELINE,WA,98133.0,2019,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,220,0,32,338140120,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000.0,-122.35029,47.71871
YV4BR0DM9N,KING,BELLEVUE,WA,98005.0,2022,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,18,0,48,179356943,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701.0,-122.1621,47.64441
5YJ3E1EB0K,KING,REDMOND,WA,98052.0,2019,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,220,0,45,258543701,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324.0,-122.13158,47.67858
5YJ3E1EB4J,YAKIMA,YAKIMA,WA,98902.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,14,241431592,POINT (-120.52041 46.59751),PACIFICORP,53077001202.0,-120.52041,46.59751
JTMAB3FV1R,KITSAP,BREMERTON,WA,98310.0,2024,TOYOTA,RAV4 PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,42,0,23,267139813,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080400.0,-122.61136,47.5752
5YJ3E1EA6L,THURSTON,OLYMPIA,WA,98502.0,2020,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,266,0,22,6217662,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520.0,-122.92333,47.03779
1C4RJXR68R,SNOHOMISH,EVERETT,WA,98204.0,2024,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,21,0,21,276712278,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041815.0,-122.27557,47.88936
1FMCU0E15P,KING,KIRKLAND,WA,98033.0,2023,FORD,ESCAPE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,37,0,48,270927310,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0,-122.2066,47.67887
1N4AZ0CP9F,KITSAP,BAINBRIDGE ISLAND,WA,98110.0,2015,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,84,0,23,265257807,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090800.0,-122.521,47.62728
1G1FX6S02H,KITSAP,KINGSTON,WA,98346.0,2017,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,238,0,23,477830503,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035940000.0,-122.4977,47.79802
YV4BC0PL3H,KING,SEATTLE,WA,98112.0,2017,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,14,0,43,121226941,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400.0,-122.30207,47.64085
5YJ3E1EA7K,KITSAP,SILVERDALE,WA,98383.0,2019,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,220,0,23,476442522,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035090400.0,-122.69275,47.65171
WBY2Z6C53K,KING,BELLEVUE,WA,98005.0,2019,BMW,I8,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,17,0,41,254313769,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604.0,-122.1621,47.64441
5UXTA6C01N,KITSAP,BAINBRIDGE ISLAND,WA,98110.0,2022,BMW,X5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,30,0,23,179238895,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090800.0,-122.521,47.62728
JN1AZ0CP2C,KITSAP,BREMERTON,WA,98310.0,2012,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,73,0,23,129945245,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080200.0,-122.61136,47.5752
5YJ3E1EA7J,KING,SEATTLE,WA,98122.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,37,208393776,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007902.0,-122.31009,47.60803
7SAYGDEE5N,SNOHOMISH,LAKE STEVENS,WA,98258.0,2022,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,39,186096669,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061053505.0,-122.06402,48.01497
5YJ3E1EB9J,KING,KENMORE,WA,98028.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,46,224388762,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101.0,-122.24369,47.75892
3FA6P0SU6L,THURSTON,RAINIER,WA,98576.0,2020,FORD,FUSION,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,26,0,2,117687048,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012531.0,-122.68993,46.88897
5YJ3E1EB2L,THURSTON,OLYMPIA,WA,98501.0,2020,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,322,0,35,128798624,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011722.0,-122.89165,47.03954
1N4AZ1CP8J,KING,SEATTLE,WA,98136.0,2018,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,151,0,34,125707592,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010601.0,-122.38415,47.53755
5YJYGDEE9L,SNOHOMISH,LYNNWOOD,WA,98087.0,2020,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,291,0,21,115490903,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041703.0,-122.27981,47.85727
7PDSGABA0P,KITSAP,BAINBRIDGE ISLAND,WA,98110.0,2023,RIVIAN,R1S,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,23,276855162,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035091001.0,-122.521,47.62728
ZACPDFDW2R,KITSAP,BREMERTON,WA,98312.0,2024,DODGE,HORNET,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,32,0,35,258036929,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091301.0,-122.65223,47.57192
1N4AZ0CPXF,KING,SHORELINE,WA,98155.0,2015,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,84,0,32,202861893,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020500.0,-122.3175,47.75781
1N4AZ1CP0K,KITSAP,BREMERTON,WA,98337.0,2019,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,150,0,26,297132314,POINT (-122.62749 47.565),PUGET SOUND ENERGY INC,53035081200.0,-122.62749,47.565
