VIN_110,COUNTY,CITY,STATE,POSTAL_CODE,MODEL_YEAR,MAKE,MODEL,ELECTRIC_VEHICLE_TYPE,CLEAN_ALTERNATIVE_FUEL_VEHICLE_CAFV_ELIGIBILITY,ELECTRIC_RANGE,BASE_MSRP,LEGISLATIVE_DISTRICT,DOL_VEHICLE_ID,VEHICLE_LOCATION,ELECTRIC_UTILITY,2020_CENSUS_TRACT,Longitude,Latitude
5YJXCBE28L,KING,REDMOND,WA,98052.0,2020,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,293,0,45,127090211,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0,-122.13158,47.67858
5YJ3E1EA3R,KING,KIRKLAND,WA,98034.0,2024,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,1,272950226,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0,-122.22901,47.72201
JN1BF0BA8R,KING,REDMOND,WA,98052.0,2024,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,45,276605430,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0,-122.13158,47.67858
5YJXCBE24L,CLARK,VANCOUVER,WA,98685.0,2020,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,293,0,18,257128364,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908.0,-122.70303,45.70954
7SAXCBE50P,KING,KENT,WA,98042.0,2023,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,47,224362239,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031708.0,-122.09124,47.33778
3GN7DMRR4R,KITSAP,BREMERTON,WA,98310.0,2024,CHEVROLET,EQUINOX,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,23,274842655,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080300.0,-122.61136,47.5752
1G1FZ6S08M,THURSTON,OLYMPIA,WA,98506.0,2021,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,22,267645570,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200.0,-122.87741,47.05997
1FADP5CU1D,KING,RENTON,WA,98056.0,2013,FORD,C-MAX,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,19,0,11,135087599,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025500.0,-122.1805,47.50006
5YJ3E1EA6J,KING,SEATTLE,WA,98102.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,43,170340439,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500.0,-122.32427,47.63433
5YJYGAEE4M,KING,RENTON,WA,98058.0,2021,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,11,166273397,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025702.0,-122.08747,47.4466
7SAYGDEE2P,KING,REDMOND,WA,98052.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,45,224695523,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0,-122.13158,47.67858
1V2VMPE86P,KING,KENT,WA,98031.0,2023,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,47,241615650,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029403.0,-122.17743,47.41185
7SAYGAEEXN,KING,KIRKLAND,WA,98034.0,2022,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,1,219465599,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.0,-122.22901,47.72201
JTMABABA6P,KING,TUKWILA,WA,98188.0,2023,SUBARU,SOLTERRA,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,11,244380867,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0,-122.29179,47.43473
5YJ3E1EAXN,KING,RENTON,WA,98058.0,2022,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,11,219576367,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025702.0,-122.08747,47.4466
KM8KNDAF8N,KING,SEATTLE,WA,98102.0,2022,HYUNDAI,IONIQ 5,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,43,277224776,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007501.0,-122.32427,47.63433
WVGGNPE24N,KING,SEATTLE,WA,98116.0,2022,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,34,219012307,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702.0,-122.41067,47.57894
7SAYGDEE3P,KING,BELLEVUE,WA,98008.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,48,261248683,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100.0,-122.11867,47.63131
5YJSA1E25G,KING,KIRKLAND,WA,98034.0,2016,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,210,0,1,221932476,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0,-122.22901,47.72201
5YJSA1H15E,KING,RENTON,WA,98056.0,2014,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,208,69900,41,9313111,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304.0,-122.1805,47.50006
WP0AE2A72J,KING,BELLEVUE,WA,98005.0,2018,PORSCHE,PANAMERA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,16,0,41,195364256,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601.0,-122.1621,47.64441
5LMYJ9YYXN,KING,KIRKLAND,WA,98033.0,2022,LINCOLN,AVIATOR,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,21,0,48,208337475,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703.0,-122.2066,47.67887
1N4AZ0CP4D,KING,SHORELINE,WA,98133.0,2013,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,75,0,32,138203369,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020301.0,-122.35029,47.71871
7PDSGABA4P,KING,SEATTLE,WA,98125.0,2023,RIVIAN,R1S,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,46,249845130,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900.0,-122.30253,47.72656
1G1FY6S04L,KING,KIRKLAND,WA,98034.0,2020,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,259,0,1,181303048,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.0,-122.22901,47.72201
WMZYU7C52K,KING,RENTON,WA,98055.0,2019,MINI,COUNTRYMAN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,12,36900,11,230244094,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805.0,-122.197,47.43876
YV4ED3URXM,KING,SEATTLE,WA,98112.0,2021,VOLVO,XC40,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,37,156731417,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0,-122.30207,47.64085
JTMFB3FV2M,KING,SEATTLE,WA,98146.0,2021,TOYOTA,RAV4 PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,42,0,34,194012087,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000.0,-122.36178,47.49408
3FMTK2SU8N,THURSTON,OLYMPIA,WA,98501.0,2022,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,22,216722971,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010100.0,-122.89165,47.03954
W1N9M0KB0R,KING,KIRKLAND,WA,98034.0,2024,MERCEDES-BENZ,EQB-CLASS,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,45,267162542,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005.0,-122.22901,47.72201
5YJ3E1EC5P,KING,LAKE FOREST PARK,WA,98155.0,2023,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,46,228399776,POINT (-122.3175 47.75781),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021500.0,-122.3175,47.75781
7G2CEHED3R,KING,BELLEVUE,WA,98004.0,2024,TESLA,CYBERTRUCK,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,41,269030359,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023808.0,-122.1872,47.61001
7SAYGDEE3P,KING,KIRKLAND,WA,98034.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,45,227246694,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005.0,-122.22901,47.72201
5NMMCET15S,KING,KIRKLAND,WA,98034.0,2025,GENESIS,GV70,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,45,272953586,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005.0,-122.22901,47.72201
1G1FZ6S05N,KING,SEATTLE,WA,98146.0,2022,CHEVROLET,BOLT EUV,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,34,269321524,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000.0,-122.36178,47.49408
1GYKPTRK9R,COWLITZ,ARIEL,WA,98603.0,2024,CADILLAC,LYRIQ,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,20,275593559,POINT (-122.53658 45.98974),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001501.0,-122.53658,45.98974
1G1FY6S01N,KING,SHORELINE,WA,98155.0,2022,CHEVROLET,BOLT EUV,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,32,228751435,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020401.0,-122.3175,47.75781
KMHC85LJ1M,KING,SEATTLE,WA,98144.0,2021,HYUNDAI,IONIQ,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,37,279211278,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009000.0,-122.30866,47.57874
5YJYGDEE7L,KING,REDMOND,WA,98052.0,2020,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,291,0,45,126025119,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0,-122.13158,47.67858
5YJ3E1EA7L,KING,KIRKLAND,WA,98034.0,2020,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,266,0,45,228444730,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005.0,-122.22901,47.72201
1N4AZ0CP2G,KITSAP,BAINBRIDGE ISLAND,WA,98110.0,2016,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,84,0,23,200074717,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090800.0,-122.521,47.62728
KNDCR3LF3R,KING,AUBURN,WA,98092.0,2024,KIA,NIRO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,33,0,47,254628496,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602.0,-122.1821,47.3199
KM8KMDDF6R,KING,SEATTLE,WA,98102.0,2024,HYUNDAI,IONIQ 5,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,43,266032343,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500.0,-122.32427,47.63433
7SAXCBE54P,KING,KENT,WA,98030.0,2023,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,33,260690951,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029702.0,-122.19975,47.37483
1C4JJXP60P,KING,TUKWILA,WA,98188.0,2023,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,21,0,11,236346099,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0,-122.29179,47.43473
5YJSA1E2XG,KING,WOODINVILLE,WA,98072.0,2016,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,210,0,45,272211614,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032319.0,-122.15545,47.75448
7SAYGDEF7N,CLARK,VANCOUVER,WA,98682.0,2022,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,17,192411859,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040714.0,-122.55149,45.69345
7PDSGBBAXS,KING,ISSAQUAH,WA,98029.0,2025,RIVIAN,R1S,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,41,273919481,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032219.0,-122.00292,47.54748
5UXTA6C04P,KING,BELLEVUE,WA,98006.0,2023,BMW,X5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,30,0,41,219128843,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905.0,-122.12096,47.55584
5YJ3E1EB7J,CLARK,VANCOUVER,WA,98683.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,17,280813459,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041310.0,-122.49212,45.60365
1N4AZ0CP0D,THURSTON,RAINIER,WA,98576.0,2013,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,75,0,20,166701979,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530.0,-122.68993,46.88897
KNDCC3LG9N,KING,SEATTLE,WA,98125.0,2022,KIA,NIRO,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,46,185452368,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000201.0,-122.30253,47.72656
7SAYGDEE2P,KING,BELLEVUE,WA,98004.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,41,228083488,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.0,-122.1872,47.61001
KNDPZDDH0R,CLARK,VANCOUVER,WA,98686.0,2024,KIA,SPORTAGE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,34,0,49,271456713,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040803.0,-122.62731,45.71668
JTMABACA1R,KING,RENTON,WA,98055.0,2024,TOYOTA,BZ4X,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,11,272943107,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029308.0,-122.197,47.43876
2C4RC1N73L,KING,SEATTLE,WA,98107.0,2020,CHRYSLER,PACIFICA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,32,0,36,127171551,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003302.0,-122.38591,47.67597
1N4AZ1BP1L,KITSAP,INDIANOLA,WA,98342.0,2020,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,149,0,23,183365395,POINT (-122.51843 47.7487),PUGET SOUND ENERGY INC,53035940000.0,-122.51843,47.7487
YV4BR0DM5N,KITSAP,BAINBRIDGE ISLAND,WA,98110.0,2022,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,18,0,23,177760131,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700.0,-122.521,47.62728
KNDCE3LG8N,KING,SEATTLE,WA,98177.0,2022,KIA,NIRO,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,36,194043314,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400.0,-122.36498,47.72238
5YJ3E1EA0J,KING,BELLEVUE,WA,98004.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,48,349035263,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0,-122.1872,47.61001
5UX43EU05R,KING,KIRKLAND,WA,98033.0,2024,BMW,X5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,39,0,48,262850976,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703.0,-122.2066,47.67887
YV4H60PE0S,KING,SEATAC,WA,98168.0,2025,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,32,0,33,278154418,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027300.0,-122.3317,47.50314
7SAYGDEF9P,KING,SEATTLE,WA,98177.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,36,231035976,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400.0,-122.36498,47.72238
5YJ3E1EB0P,THURSTON,OLYMPIA,WA,98506.0,2023,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,22,228691606,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200.0,-122.87741,47.05997
7SAYGDEEXN,KING,WOODINVILLE,WA,98072.0,2022,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,45,187294313,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032319.0,-122.15545,47.75448
7SAYGDED9R,KING,BELLEVUE,WA,98004.0,2024,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,41,267754119,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0,-122.1872,47.61001
1C4JJXR66M,KING,KENT,WA,98030.0,2021,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,21,0,47,270114358,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029508.0,-122.19975,47.37483
1N4BZ1CVXN,KING,SEATTLE,WA,98125.0,2022,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,46,267369441,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601.0,-122.30253,47.72656
3FA6P0SU7F,CLARK,VANCOUVER,WA,98682.0,2015,FORD,FUSION,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,19,0,17,255558943,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041326.0,-122.55149,45.69345
7SAYGDEE6T,THURSTON,TUMWATER,WA,98512.0,2026,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,22,278380105,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010920.0,-122.9131,47.01359
JTJKKCFZ8S,THURSTON,TENINO,WA,98589.0,2025,LEXUS,NX,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,37,0,35,276239687,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012610.0,-122.85135,46.85752
7SAYGAEE0P,KING,SEATTLE,WA,98106.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,34,237739218,POINT (-122.35163 47.54287),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010800.0,-122.35163,47.54287
5YJ3E1EA7J,KING,KIRKLAND,WA,98034.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,45,280293142,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0,-122.22901,47.72201
WVGUNPE27M,KING,KIRKLAND,WA,98034.0,2021,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,1,207170827,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.0,-122.22901,47.72201
KM8KNDAF7P,KING,BELLEVUE,WA,98004.0,2023,HYUNDAI,IONIQ 5,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,41,245509491,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902.0,-122.1872,47.61001
